No.,도서관 구분,도서관명,이용시간,휴관일,전화번호,홈페이지,자치구,주소,책이음,수정일
450,작은 도서관,대방동작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","매주 토요일, 일요일",02-820-2744,http://lib.dongjak.go.kr/,동작구,"서울특별시 동작구 여의대방로44길 20, (대방동) 대방동주민센터 2층",참여,
1380,공공 도서관,대방어린이도서관,"평일 : 09:00~18:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일",02-813-6740,http://lib.dongjak.go.kr,동작구,서울특별시 동작구 대방동길55(대방동379-2),참여,
39,작은 도서관,대조꿈나무어린이도서관,"평일 : 09:00~18:00, 주말 : 09:00~18:00","일요일, 법정공휴일",02-382-3959,http://cafe.naver.com/djkkumnamulib,은평구,서울특별시 은평구 연서로20길 24-6,참여,
749,작은 도서관,대조제일교회꿈꾸는도서관,"평일 : 13:00~17:00, 주말 : 13:00~17:00","월, 토, 법정공휴일",02-386-6680,www.daejolove.com,은평구,서울특별시 은평구 역말로10가길 22-12,미참여,
1259,작은 도서관,대치1동작은도서관,"평일 : 06:00~22:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일",02-3452-1170,https://library.gangnam.go.kr/dch1lib/index.do,강남구,서울특별시 강남구 남부순환로 391길 19 대치1문화센터 지하1층,참여,2021-08-28
49,공공 도서관,대치도서관,"평일 : 6:00~21:00, 주말 : 06:00~21:00",매주 화요일 및 법정 공휴일,02-565-6666,http://dchlib.gangnam.go.kr/,강남구,서울특별시 강남구 삼성로 212 은마아파트 복지상가 2층 215호,참여,2021-08-28
274,작은 도서관,대학동녹두작은도서관,"평일 : 10:00~20:00, 주말 : 휴관일","토,일요일",02-872-4765,http://lib.gwanak.go.kr/menu/subpage_01/sub03.php,관악구,서울특별시 관악구 신림로 111 대학동주민센터 2층,미참여,
1733,전문 도서관,대한민국예술원도서실,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-3479-7233,,서초구,서울특별시 서초구 반포대로37길 59,미참여,
1906,전문 도서관,대한민국학술원도서실,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-3400-5255,,서초구,"서울특별시 서초구 반포대로37길 59, 3층",미참여,
1789,전문 도서관,대한불교조계종중앙기록관,"평일 : 09:00~12:00, 13:00~17:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-2011-1712,http://lib.buddhism.or.kr/,종로구,서울특별시 종로구 우정국로 55,미참여,
1755,전문 도서관,대한불교진각종도서실,"평일 : 08:30~17:30, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-913-0550,http://lib.jingak.or.kr/,성북구,서울특별시 성북구 화랑로13길 17 대한불교진각종 장경각,미참여,
1834,전문 도서관,대한상공회의소자료실,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-6050-3449,,중구,서울특별시 중구 세종대로 39 상공회의소 회관 내,미참여,
1548,작은 도서관,대한체육회작은도서관,"평일 : 10:00~18:00, 주말 : 휴관일","토요일,일요일",02-2144-8059,없음,송파구,서울특별시 송파구 올림픽로 424 올림픽회관 10층,미참여,
2057,작은 도서관,더미소작은도서관,"평일 : 09:00~17:00, 주말 : 휴관일","토,일",02-3401-0691,없음,송파구,서울특별시 송파구 오금로35길 17 오금현대아파트B상가 205,미참여,
2096,작은 도서관,더믹스만드는작은도서관,"평일 : 10:00~16:00, 주말 : 10:00~20:00",월요일,,https://blog.naver.com/themix_admim,송파구,서울특별시 송파구 삼전로 38 2층,미참여,
2447,작은 도서관,더바움문화예술작은도서관,"평일 : 9:00~17:00, 토 : 11:00~19:00",일요일,02-443-6366,,광진구,서울특별시 광진구 구의로 39 지하1층 지하1층,미참여,2021-08-28
2614,작은 도서관,덕수궁 롯데캐슬아파트 작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","토,일,법정공휴일",02-779-8434,,중구,서울특별시 중구 서소문로9길 28 덕수궁 롯데캐슬 2층,미참여,
1545,작은 도서관,데시앙숲속작은도서관,평일 : 13:00~18:00,"주말, 법정공휴일",02-445-4301,,강남구,서울특별시 강남구 광평로 34길 55,미참여,
2631,작은 도서관,데시앙책울터 작은도서관,평일 : 10:00~18:00,"토,일요일",070-8119-0013,,중랑구,서울특별시 중랑구 용마산로 669 커뮤니티센터 1층,참여,2021-01-14
116,작은 도서관,도곡2동작은도서관,평일 : 09:00~17:00,"토,일요일, 법정공휴일",02-3423-7584,https://library.gangnam.go.kr/small,강남구,서울특별시 강남구 남부순환로378길 34-9 도곡2동주민센터,참여,
1402,공공 도서관,도곡정보문화도서관,"평일 : 09:00~22:00, 주말 : 09:00~17:00","첫째주,셋째주 월요일 및 법정공휴일",02-2176-0783~8,http://dogoklib.gangnam.go.kr/,강남구,서울특별시 강남구 도곡로18길 57,참여,
134,작은 도서관,도담도담북카페,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",02-427-2152,http://www.gdlibrary.or.kr/small/,강동구,"서울특별시 강동구 양재대로138길 37, 1층(명일동) 명일1동주민센터 1층",참여,
2152,작은 도서관,도담도담작은도서관,"평일 : 14:00~18:00, 주말 : 휴관일","월, 토, 일, 법정공휴일",,,구로구,서울특별시 구로구 경인로8길 75 삼천리APT 상가 3층,미참여,
1413,작은 도서관,도담도담한옥도서관,"평일 : 10:00~19:00, 주말 : 10:00~18:00","화,법정공휴일",02-928-1133,http://lib.jongno.go.kr/,종로구,서울특별시 종로구 숭인동길 43,참여,
2557,작은 도서관,도란도란 에스티움 작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","매주 토요일,일요일",02-849-9571,,영등포구,서울특별시 영등포구 신풍로 77,미참여,
2086,작은 도서관,도란도란Books,"평일 : 11:00~16:00, 주말 : 11:00~14:00","월요일,일요일,공휴일",02-716-0690,없음,마포구,서울특별시 마포구 새창로4길 25 B1층,미참여,
192,작은 도서관,도란도란쉼터작은도서관,"평일 : 09:30~17:30, 주말 : 휴관일","토요일, 일요일, 공휴일",02-2600-7778,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 허준로 30 가양1동주민센터 2층,미참여,2021-08-28
354,작은 도서관,도란도란작은도서관,"평일 : 10:00~18:00, 주말 : 휴관일","주말, 법정공휴일",02-2104-5706,,노원구,서울특별시 노원구 동일로 186길 3-24 공릉1동주민센터,미참여,
340,작은 도서관,도란도란작은도서관,"평일 : 10:00~18:00, 주말 : 휴관일","주말, 법정공휴일",02-2116-2495,http://www.nowonlib.kr/,금천구,서울특별시 노원구 동일로 186길 3-24 공릉1동주민센터,미참여,
2750,작은 도서관,도로롱 작은도서관,,,,,강동구,서울특별시 강동구 고덕로98길 160 강동리엔파크 14단지 1401동 1층,미참여,2022-04-01
194,작은 도서관,도리샘작은도서관,"평일 : 09:30~17:30, 주말 : 휴관","토요일, 일요일, 공휴일",02-2600-7856,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 허준로 202 가양3동주민센터 2층,미참여,2022-06-09
699,작은 도서관,도림동 공립작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-833-3036,,영등포구,서울특별시 영등포구 도신로33길 4,참여,2021-01-14
1527,작은 도서관,도림천에서용나는작은도서관,"평일 : 09:00~20:00, 주말 : 09:00~17:00",화요일,02-877-2722,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/intro.php,관악구,서울특별시 관악구 신림로 297 도림천에서 용나는 작은도서관,미참여,
397,작은 도서관,도봉1동작은도서관,"평일 : 10:00~13:00, 14:00~17:00, 주말 : 휴관일",매주토요일및일요일 휴일,02-2091-5912,http://www.unilib.dobong.kr/,도봉구,"서울특별시 도봉구 도봉로169나길 22, 도봉1동 주민센터 2층",참여,
398,작은 도서관,도봉2동작은도서관,"평일 : 10:00~13:00, 14:00~17:00, 주말 : 휴관일",매주토요일및일요일 휴일,02-2091-5913,http://www.unilib.dobong.kr/,도봉구,"서울특별시 도봉구 마들로 668, 도봉2동 주민센터 2층",참여,
1840,공공 도서관,도봉기적의도서관,"평일 : 09:00~20:00, 주말 : 09:00~17:00",매주화요일및법정공휴일,02-3493-7171,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 마들로 797,참여,
35,공공 도서관,도봉문화정보도서관,"평일 : 09:00~22:00, 주말 : 09:00~17:00",매주화요일및법정공휴일,02-900-1835,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 덕릉로 315,참여,
95,공공 도서관,도봉아이나라도서관,"평일 : 09:00~18:00, 주말 : 09:00~17:00",매주화요일및법정공휴일,02-995-4171~2,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 노해로 69길 151,참여,
2453,작은 도서관,도토리SH작은도서관,"평일 : 09:00~22:00, 주말 : 휴관일","월요일, 토요일",02-2684-0911,www.smalllibrary.org,구로구,서울특별시 구로구 연동로 191-5 하버라인 11단지 1층,미참여,
2677,작은 도서관,도화동문고,"평일 : 10:00~18:00, 주말 : 휴관일","매주 토, 일요일 및 법정공휴일",02-3153-6574,http://lib.mapo.go.kr/,마포구,서울시 마포구 도화길37 도화동주민센터 2층,미참여,2021-02-09
593,작은 도서관,돈암2동새마을문고,"평일 : 13:00~16:00, 주말 : 휴관일","토,일,법정공휴일",02-2241-5198,cafe.daum.net/donam2books,성북구,서울특별시 성북구 흥천사길 7 돈암2동주민센터 2층,미참여,
2707,작은 도서관,돈의문센트레빌작은도서관,,,02-364-8522,,서대문구,서울특별시 서대문구 독립문로14길33 206동 커뮤니티동,미참여,2021-02-09
1648,작은 도서관,돌리네책빵,"월~토 : 10:00~18:00, 일요일 : 10:00~14:00",법정공휴일,02-957-9193,http://doline.egentouch.com/egentouch.web/main.do?action=main,성북구,서울특별시 성북구 한천로82길 11 2층,미참여,2021-08-28
1409,공공 도서관,돌마리도서관,"평일 : 09:00~18:00, 주말 : 09:00~18:00",매주 월요일 및 법정공휴일,02-414-7007,http://www.splib.or.kr,송파구,서울특별시 송파구 백제고분로 37길 16,참여,2021-08-28
1516,작은 도서관,동네작은도서관,"평일 : 10:30~16:30, 주말 : 휴관일","토요일,일요일",,,영등포구,서울특별시 영등포구 당산로 214 당산 삼성래미안 4차아파트 상가1동 B1호,미참여,
1389,공공 도서관,동대문구답십리도서관,"평일 : 09:00~22:00, 주말 : 09:00~22:00",매주 금요일 및 법정 공휴일(일요일 제외),02-982-1959,http://www.l4d.or.kr,동대문구,서울특별시 동대문구 서울시립대로4길 75,참여,
58,공공 도서관,동대문구정보화도서관,"평일 : 09:00~22:00, 주말 : 09:00~22:00",매주 월요일 및 법정 공휴일(일요일 제외),02-960-1959,http://www.l4d.or.kr,동대문구,서울특별시 동대문구 회기로10길 60,참여,
2700,공공 도서관,동대문책마당,"평일 : 09:00~21:00, 주말 : 09:00~18:00",법정공휴일,02-2127-4116,http://www.l4d.or.kr,동대문구,서울특별시 동대문구 천호대로 145,참여,2021-02-09
1728,전문 도서관,동북아역사재단동북아역사자료실,"평일 : 09:00~18:00, 주말 : 휴관일","토요일 및 일요일, 공휴일, 재단이 정하는 휴관일",02-2012-6034,hflib.kr,서대문구,서울특별시 서대문구 통일로 81,미참여,
2615,작은 도서관,동산작은도서관,평일 : 09:00~18:00,,02-2234-0590,,중구,서울특별시 중구 다산로24길 73 재건동산교회,미참여,
832,작은 도서관,"동성1,2차아파트문고",평일 : 09:00~17:30,"토,일,공휴일",02-495-1630,,중랑구,서울특별시 중랑구 신내로 126 1층,미참여,
836,작은 도서관,동성3차아파트문고,평일 : 목 14:00~17:00,목요일 이외의 요일,02-494-5285,,중랑구,서울특별시 중랑구 신내로 110 1층,미참여,
1584,작은 도서관,동은작은도서관,"평일 : 10:00~18:00, 주말 : 09:00~12:00","일요일, 공휴일",02-6080-8927,,강북구,서울특별시 강북구 4.19로13길 4 4층,미참여,
2632,작은 도서관,동일 작은도서관,"평일 : 화~금 10:00~18:00, 주말 : 토 10:00~18:00","월,일요일",02-3423-0691,,중랑구,서울특별시 중랑구 신내로15길 30 동일교회 1층,미참여,
437,작은 도서관,동작샘터도서관,"평일 : 09:00~18:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일",02-533-6750,http://lib.dongjak.go.kr,동작구,서울특별시 동작구 동작대로29길 63-26(동작구다문화가족지원센터) 1층,참여,
84,공공 도서관,동작어린이도서관,"평일 : 09:00~18:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일",02-823-6750,http://lib.dongjak.go.kr,동작구,서울특별시 동작구 장승배기로 16길 98(노량진 2동 225-161),참여,
2616,작은 도서관,동화동작은도서관,"평일 : 10:00~21:00, 주말 : 10:00~17:00(토)","일,법정공휴일",02-2233-2626,www.e-junggulib.or.kr,중구,서울특별시 중구 다산로36길 100 동화동주민센터 3층,미참여,
2116,작은 도서관,두근두근작은도서관,"평일 : 13:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",070-7325-1307,,은평구,"서울특별시 은평구 진관2로 90, (진관동, 은평뉴타운 마고정) 마고정3단지아파트 314동 지층문고",미참여,
1517,작은 도서관,두껍아두껍아어린이도서관,"평일 : 14:00~18:00, 주말 : 12:00~18:00","월요일, 화요일,수요일",02-2631-2534,,영등포구,서울특별시 영등포구 디지털로 412 2층,미참여,
1518,작은 도서관,두날개작은도서관,"평일 : 13:00~21:00, 주말 : 10:00~16:00",법정공휴일,02-824-3796,,영등포구,서울특별시 영등포구 가마산로 333 유현빌딩 3층,미참여,
778,작은 도서관,두드림도서관,평일 : 11:00~18:00,"토, 일, 법정공휴일",02-358-9559,,은평구,서울특별시 은평구 진관3로 15-35 은평뉴타운구파발아파트 1001동 1층,미참여,
794,작은 도서관,두산아파트새마을문고,"평일 : 19:30~21:30, 주말 : 휴관일","월,화,목,금,토,일요일 및 법정 공휴일",02-763-2852,없음,종로구,서울특별시 종로구 지봉로 5길 7 101동 관리실 맞은편,미참여,2021-08-28
1292,작은 도서관,둘레길작은도서관(천왕4단지),"평일 : 13:30~18:30, 주말 : 휴관일","토,일요일",070-4416-3434,www.smalllibrary.org,구로구,"서울특별시 구로구 천왕로 29, 408 (천왕이펜하우스4단지) 408동 1층",미참여,
1839,공공 도서관,둘리도서관,"평일 : 10:00~17:30, 주말 : 휴관일",매주월요일및법정공휴일,02-990-2200,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 시루봉로1길 6,참여,
1080,작은 도서관,둥그레문고,"평일 : 14:00~18:00, 주말 : 휴관일","토,일,공휴일",,,동대문구,"서울특별시 동대문구 장안벚꽃로1길 7, 장안힐스테이트 관리동 지층",미참여,
1649,작은 도서관,뒤죽박죽도서관,월~금 : 11:00~19:00,"토, 일요일",02-942-7766,http://billekulla.egentouch.com/egentouch.web/main.do?action=main,성북구,서울특별시 성북구 서경로2길 21 1층,미참여,2021-08-28
705,작은 도서관,드나드리마을도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-849-0394,https://www.ydplib.or.kr/small,영등포구,서울특별시 영등포구 신길로42길 1 신길4동주민센터 209-102,참여,2021-08-28
1846,작은 도서관,드림작은도서관,"화, 수, 목, 금, 토 :10:00~17:00","월, 일요일, 법정공휴일",02-548-2380,,강남구,서울특별시 강남구 언주로121길 5(논현동) 1층,미참여,
184,작은 도서관,등마루골작은도서관,"평일 : 09:30~17:30, 주말 : 휴관일","토요일, 일요일",02-2600-7381,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 등촌로 143 등촌2동주민센터 2층,미참여,2021-08-28
1492,작은 도서관,등불작은도서관,"평일 : 10:00~17:00, 주말 : (토)10:00~17:00, (일)10:00~19:00",공휴일,02-2691-1004,,강서구,서울특별시 강서구 강서로 29길 20,미참여,
